Original_Field_ID,Category,Section,Table_Name,SQL_Column_Name,SQL_Data_Type,Field_Type,Label
mainsport_5y,general,,demographics_part_4,dem_mainsport_5y,VARCHAR(500),text,Main Sport
mainsportgrade_5y,general,,demographics_part_4,dem_mainsportgrade_5y,VARCHAR(50),radio,Main Sport Grade
pain_vas_5y,general,,demographics_part_4,dem_pain_vas_5y,INTEGER,slider,How much pain in your shoulder do you have during your usual daily activities?
pain_rowe_5y,general,,demographics_part_4,dem_pain_rowe_5y,DECIMAL,calculated,Pain (Rowe)
csmasss_sleep_q_5y,general,,demographics_part_4,dem_csmasss_sleep_q_5y,VARCHAR(50),radio,Is your night's sleep disturbed by your shoulder?
p_ases_sleep_5y,general,,demographics_part_4,dem_p_ases_sleep_5y,VARCHAR(50),radio,Can you sleep on your affected shoulder comfortably
p_ases_bra_5y,general,,demographics_part_4,dem_p_ases_bra_5y,VARCHAR(50),radio,Can you wash your back / fasten your bra?
p_ases_coat_5y,general,,demographics_part_4,dem_p_ases_coat_5y,VARCHAR(50),radio,Can you put on your coat unassisted?
p_ases_comb_5y,general,,demographics_part_4,dem_p_ases_comb_5y,VARCHAR(50),radio,Can you comb / wash your hair?
p_ases_toilet_5y,general,,demographics_part_4,dem_p_ases_toilet_5y,VARCHAR(50),radio,Can you use toilet tissue?
p_ases_shelf_5y,general,,demographics_part_4,dem_p_ases_shelf_5y,VARCHAR(50),radio,Can you reach a shelf over your head?
p_ases_4kg_5y,general,,demographics_part_4,dem_p_ases_4kg_5y,VARCHAR(50),radio,Can you lift 4 kilograms above the level of your shoulder?
p_ases_throw_5y,general,,demographics_part_4,dem_p_ases_throw_5y,VARCHAR(50),radio,Can you throw a ball overhand?
full_work_5y,general,,demographics_part_4,dem_full_work_5y,VARCHAR(50),radio,Does your shoulder allow you to work full time at your usual job (if not working - your usual activi
rtw_5y,general,,demographics_part_4,dem_rtw_5y,VARCHAR(50),radio,What work are you currently able to do (if not working-your usual activities)?
full_work_csmasss_5y,general,,demographics_part_4,dem_full_work_csmasss_5y,DECIMAL,calculated,Full Work CS/MASSS
usual_sports_5y,general,,demographics_part_4,dem_usual_sports_5y,VARCHAR(50),radio,Does your shoulder allow you to do your usual sports?
usual_sports_csmasss_5y,general,,demographics_part_4,dem_usual_sports_csmasss_5y,DECIMAL,calculated,Usual Sports CS/MASSS
rts_5y,general,,demographics_part_4,dem_rts_5y,VARCHAR(50),radio,Are you able to do your usual sports/activities?
csmasss_comfortable_use_5y,general,,demographics_part_4,dem_csmasss_comfortable_use_5y,VARCHAR(50),radio,What level can you use your arm for painless activities?
rowe_subjective_instability_5y,general,,demographics_part_4,dem_rowe_subjective_instability_5y,VARCHAR(50),radio,Have you had a shoulder dislocation or do you feel apprehensive / fearful of a shoulder dislocation?
abd_pic_5y,general,,demographics_part_4,dem_abd_pic_5y,TEXT,display,Abduction
p_abd_5y,general,,demographics_part_4,dem_p_abd_5y,DECIMAL,slider,Give the range of motion of ABDUCTION (raising your arm to the side) of your affected/operated shoul
abd_rowe_5y,general,,demographics_part_4,dem_abd_rowe_5y,DECIMAL,calculated,Abduction (Rowe)
er_pic_5y,general,,demographics_part_4,dem_er_pic_5y,TEXT,display,(A) External rotation in Abduction and (B) External rotation in Adduction
p_aber_5y,general,,demographics_part_4,dem_p_aber_5y,DECIMAL,slider,Give the range of motion of EXTERNAL ROTATION IN ABDUCTION (With your arm out to the side bringing y
p_ader_5y,general,,demographics_part_4,dem_p_ader_5y,DECIMAL,slider,Give the range of motion of EXTERNAL ROTATION IN ADDUCTION (With your elbow in against your body tur
ader_rowe_5y,general,,demographics_part_4,dem_ader_rowe_5y,DECIMAL,calculated,ADER (Rowe)
ir_pic_5y,general,,demographics_part_4,dem_ir_pic_5y,TEXT,display,Internal Rotation
p_ir_5y,general,,demographics_part_4,dem_p_ir_5y,DECIMAL,slider,Give the range of motion of INTERNAL ROTATION (reaching up your back as far as possible) of your aff
ir_rowe_5y,general,,demographics_part_4,dem_ir_rowe_5y,DECIMAL,calculated,IR (Rowe)
rom_vas_5y,general,,demographics_part_4,dem_rom_vas_5y,DECIMAL,slider,Give the overall range of motion of your affected/operated shoulder a mark out of 100 (100 being nor
csmasss_strength_5y,general,,demographics_part_4,dem_csmasss_strength_5y,DECIMAL,slider,Give the overall strength of your affected/operated shoulder a mark out of 100 (100 being normal)
sane_stability_5y,general,,demographics_part_4,dem_sane_stability_5y,DECIMAL,slider,Give the overall stability of your affected/operated shoulder a mark out of 100 (100 being normal)
ssv_5y,general,,demographics_part_4,dem_ssv_5y,DECIMAL,slider,Give your affected/operated shoulder an overall mark out of 100 (100 being normal)
ssv_rowe_5y,general,,demographics_part_4,dem_ssv_rowe_5y,DECIMAL,calculated,SSV (Rowe)
total_ases_5y,general,,demographics_part_4,dem_total_ases_5y,DECIMAL,calculated,Total ASES
total_csmasss_5y,general,,demographics_part_4,dem_total_csmasss_5y,DECIMAL,calculated,Total CS MASSS
total_rowe_5y,general,,demographics_part_4,dem_total_rowe_5y,DECIMAL,calculated,Total Rowe
shoulder_extension_5y,general,,demographics_part_4,dem_shoulder_extension_5y,VARCHAR(500),text,Shoulder Extension
shoulder_abduction_5y,general,,demographics_part_4,dem_shoulder_abduction_5y,VARCHAR(500),text,Shoulder Abduction
shoulder_er1_5y,general,,demographics_part_4,dem_shoulder_er1_5y,VARCHAR(500),text,Shoulder External Rotation with elbow at the side (ER1)
shoulder_er2_5y,general,,demographics_part_4,dem_shoulder_er2_5y,VARCHAR(500),text,Shoulder External Rotation with arm abducted at 90° (ER1)
shoulder_ir_5y,general,,demographics_part_4,dem_shoulder_ir_5y,VARCHAR(500),text,Shoulder Internal Rotation
date_10y,general,,demographics_part_4,dem_date_10y,DATE,date,Today's Date
lastname_10y,general,,demographics_part_4,dem_lastname_10y,VARCHAR(500),text,Surname
givenname_10y,general,,demographics_part_4,dem_givenname_10y,VARCHAR(500),text,First Name
dateofbirth_10y,general,,demographics_part_4,dem_dateofbirth_10y,DATE,date,Date of Birth
email_pt_10y,general,,demographics_part_4,dem_email_pt_10y,VARCHAR(255),email,Email
mobile_pt_10y,general,,demographics_part_4,dem_mobile_pt_10y,VARCHAR(500),text,Mobile Number
mainsport_10y,general,,demographics_part_4,dem_mainsport_10y,VARCHAR(500),text,Main Sport
mainsportgrade_10y,general,,demographics_part_4,dem_mainsportgrade_10y,VARCHAR(50),radio,Main Sport Grade
pain_vas_10y,general,,demographics_part_4,dem_pain_vas_10y,INTEGER,slider,How much pain in your shoulder do you have during your usual daily activities?
pain_rowe_10y,general,,demographics_part_4,dem_pain_rowe_10y,DECIMAL,calculated,Pain (Rowe)
csmasss_sleep_q_10y,general,,demographics_part_4,dem_csmasss_sleep_q_10y,VARCHAR(50),radio,Is your night's sleep disturbed by your shoulder?
p_ases_sleep_10y,general,,demographics_part_4,dem_p_ases_sleep_10y,VARCHAR(50),radio,Can you sleep on your affected shoulder comfortably
p_ases_bra_10y,general,,demographics_part_4,dem_p_ases_bra_10y,VARCHAR(50),radio,Can you wash your back / fasten your bra?
p_ases_coat_10y,general,,demographics_part_4,dem_p_ases_coat_10y,VARCHAR(50),radio,Can you put on your coat unassisted?
p_ases_comb_10y,general,,demographics_part_4,dem_p_ases_comb_10y,VARCHAR(50),radio,Can you comb / wash your hair?
p_ases_toilet_10y,general,,demographics_part_4,dem_p_ases_toilet_10y,VARCHAR(50),radio,Can you use toilet tissue?
p_ases_shelf_10y,general,,demographics_part_4,dem_p_ases_shelf_10y,VARCHAR(50),radio,Can you reach a shelf over your head?
p_ases_4kg_10y,general,,demographics_part_4,dem_p_ases_4kg_10y,VARCHAR(50),radio,Can you lift 4 kilograms above the level of your shoulder?
p_ases_throw_10y,general,,demographics_part_4,dem_p_ases_throw_10y,VARCHAR(50),radio,Can you throw a ball overhand?
full_work_10y,general,,demographics_part_4,dem_full_work_10y,VARCHAR(50),radio,Does your shoulder allow you to work full time at your usual job (if not working - your usual activi
rtw_10y,general,,demographics_part_4,dem_rtw_10y,VARCHAR(50),radio,What work are you currently able to do (if not working-your usual activities)?
full_work_csmasss_10y,general,,demographics_part_4,dem_full_work_csmasss_10y,DECIMAL,calculated,Full Work CS/MASSS
usual_sports_10y,general,,demographics_part_4,dem_usual_sports_10y,VARCHAR(50),radio,Does your shoulder allow you to do your usual sports?
usual_sports_csmasss_10y,general,,demographics_part_4,dem_usual_sports_csmasss_10y,DECIMAL,calculated,Usual Sports CS/MASSS
rts_10y,general,,demographics_part_4,dem_rts_10y,VARCHAR(50),radio,Are you able to do your usual sports/activities?
csmasss_comfortable_use_10y,general,,demographics_part_4,dem_csmasss_comfortable_use_10y,VARCHAR(50),radio,What level can you use your arm for painless activities?
rowe_subjective_instability_10y,general,,demographics_part_4,dem_rowe_subjective_instability_10y,VARCHAR(50),radio,Have you had a shoulder dislocation or do you feel apprehensive / fearful of a shoulder dislocation?
abd_pic_10y,general,,demographics_part_4,dem_abd_pic_10y,TEXT,display,Abduction
p_abd_10y,general,,demographics_part_4,dem_p_abd_10y,DECIMAL,slider,Give the range of motion of ABDUCTION (raising your arm to the side) of your affected/operated shoul
abd_rowe_10y,general,,demographics_part_4,dem_abd_rowe_10y,DECIMAL,calculated,Abduction (Rowe)
er_pic_10y,general,,demographics_part_4,dem_er_pic_10y,TEXT,display,(A) External rotation in Abduction and (B) External rotation in Adduction
p_aber_10y,general,,demographics_part_4,dem_p_aber_10y,DECIMAL,slider,Give the range of motion of EXTERNAL ROTATION IN ABDUCTION (With your arm out to the side bringing y
p_ader_10y,general,,demographics_part_4,dem_p_ader_10y,DECIMAL,slider,Give the range of motion of EXTERNAL ROTATION IN ADDUCTION (With your elbow in against your body tur
ader_rowe_10y,general,,demographics_part_4,dem_ader_rowe_10y,DECIMAL,calculated,ADER (Rowe)
ir_pic_10y,general,,demographics_part_4,dem_ir_pic_10y,TEXT,display,Internal Rotation
p_ir_10y,general,,demographics_part_4,dem_p_ir_10y,DECIMAL,slider,Give the range of motion of INTERNAL ROTATION (reaching up your back as far as possible) of your aff
ir_rowe_10y,general,,demographics_part_4,dem_ir_rowe_10y,DECIMAL,calculated,IR (Rowe)
rom_vas_10y,general,,demographics_part_4,dem_rom_vas_10y,DECIMAL,slider,Give the overall range of motion of your affected/operated shoulder a mark out of 100 (100 being nor
csmasss_strength_10y,general,,demographics_part_4,dem_csmasss_strength_10y,DECIMAL,slider,Give the overall strength of your affected/operated shoulder a mark out of 100 (100 being normal)
sane_stability_10y,general,,demographics_part_4,dem_sane_stability_10y,DECIMAL,slider,Give the overall stability of your affected/operated shoulder a mark out of 100 (100 being normal)
ssv_10y,general,,demographics_part_4,dem_ssv_10y,DECIMAL,slider,Give your affected/operated shoulder an overall mark out of 100 (100 being normal)
ssv_rowe_10y,general,,demographics_part_4,dem_ssv_rowe_10y,DECIMAL,calculated,SSV (Rowe)
total_ases_10y,general,,demographics_part_4,dem_total_ases_10y,DECIMAL,calculated,Total ASES
total_csmasss_10y,general,,demographics_part_4,dem_total_csmasss_10y,DECIMAL,calculated,Total CS MASSS
total_rowe_10y,general,,demographics_part_4,dem_total_rowe_10y,DECIMAL,calculated,Total Rowe
shoulder_extension_10y,general,,demographics_part_4,dem_shoulder_extension_10y,VARCHAR(500),text,Shoulder Extension
shoulder_abduction_10y,general,,demographics_part_4,dem_shoulder_abduction_10y,VARCHAR(500),text,Shoulder Abduction
shoulder_er1_10y,general,,demographics_part_4,dem_shoulder_er1_10y,VARCHAR(500),text,Shoulder External Rotation with elbow at the side (ER1)
shoulder_er2_10y,general,,demographics_part_4,dem_shoulder_er2_10y,VARCHAR(500),text,Shoulder External Rotation with arm abducted at 90° (ER1)
shoulder_ir_10y,general,,demographics_part_4,dem_shoulder_ir_10y,VARCHAR(500),text,Shoulder Internal Rotation
pree1_3mo,general,,demographics_part_4,dem_pree1_3mo,DECIMAL,slider,How much pain in your ELBOW do you have when it is at its worst?
pree2_3mo,general,,demographics_part_4,dem_pree2_3mo,DECIMAL,slider,How much pain in your ELBOW do you have at rest?
pree3_3mo,general,,demographics_part_4,dem_pree3_3mo,DECIMAL,slider,How much pain in your ELBOW do you have lifting a heavy object?
pree4_3mo,general,,demographics_part_4,dem_pree4_3mo,DECIMAL,slider,How much pain in your ELBOW do you have when doing a task with repeated elbow movements?
pree5_3mo,general,,demographics_part_4,dem_pree5_3mo,DECIMAL,slider,How often do you have pain in your elbow?
mepimesss6_3mo,general,,demographics_part_4,dem_mepimesss6_3mo,VARCHAR(50),radio,Rate the OVERALL pain in your elbow
pree7_3mo,general,,demographics_part_4,dem_pree7_3mo,DECIMAL,slider,Can you comb hair?
pree7_mepi_3mo,general,,demographics_part_4,dem_pree7_mepi_3mo,DECIMAL,calculated,PREE7 to MEPI
pree8_3mo,general,,demographics_part_4,dem_pree8_3mo,DECIMAL,slider,Can you eat with a fork or spoon?
pree8_mepi_3mo,general,,demographics_part_4,dem_pree8_mepi_3mo,DECIMAL,calculated,PREE8 to MEPI
pree9_3mo,general,,demographics_part_4,dem_pree9_3mo,DECIMAL,slider,Can you pull a heavy object?
pree10_3mo,general,,demographics_part_4,dem_pree10_3mo,DECIMAL,slider,Can you rise from a chair pushing with arm?
pree11_3mo,general,,demographics_part_4,dem_pree11_3mo,DECIMAL,slider,Can you carry a 4kg object with your arm at your side?
pree12_3mo,general,,demographics_part_4,dem_pree12_3mo,DECIMAL,slider,Can you throw a ball?
pree13_3mo,general,,demographics_part_4,dem_pree13_3mo,DECIMAL,slider,Can you use a telephone?
pree14_3mo,general,,demographics_part_4,dem_pree14_3mo,DECIMAL,slider,Can you do up buttons on a shirt?
pree14_mepi_3mo,general,,demographics_part_4,dem_pree14_mepi_3mo,DECIMAL,calculated,PREE14 to MEPI
pree15_3mo,general,,demographics_part_4,dem_pree15_3mo,DECIMAL,slider,Can you wash your opposite armpit?
pree16_3mo,general,,demographics_part_4,dem_pree16_3mo,DECIMAL,slider,Can you tie your shoelaces?
pree16_mepi_3mo,general,,demographics_part_4,dem_pree16_mepi_3mo,DECIMAL,calculated,PREE16 to MEPI
pree17_3mo,general,,demographics_part_4,dem_pree17_3mo,DECIMAL,slider,Can you turn a doorknob and open a door?
pree18_3mo,general,,demographics_part_4,dem_pree18_3mo,DECIMAL,slider,"Can you do personal care activities (washing, dressing)?"
pree18_mepi_3mo,general,,demographics_part_4,dem_pree18_mepi_3mo,DECIMAL,calculated,PREE18 to MEPI
pree19_3mo,general,,demographics_part_4,dem_pree19_3mo,DECIMAL,slider,"Can you you do household chores (cleaning, maintenance)?"
pree20_3mo,general,,demographics_part_4,dem_pree20_3mo,DECIMAL,slider,How much difficulty do you have with work?
pree21_3mo,general,,demographics_part_4,dem_pree21_3mo,DECIMAL,slider,How much difficulty do you have with recreational activities?
pree22_3mo,general,,demographics_part_4,dem_pree22_3mo,VARCHAR(50),radio,Describe your current work
pree23_3mo,general,,demographics_part_4,dem_pree23_3mo,VARCHAR(50),radio,Describe your current sports/activities
elbow_flexex_3mo,general,,demographics_part_4,dem_elbow_flexex_3mo,DECIMAL,slider,Give the range of motion of FLEXION-EXTENSION (bending and straightening) of your affected/operated 
elbow_flexex_to_mepi_step1_3mo,general,,demographics_part_4,dem_elbow_flexex_to_mepi_step1_3mo,DECIMAL,calculated,Elbow FlexEx to MEPI Step1
elbow_flexex_to_mepi_step2_3mo,general,,demographics_part_4,dem_elbow_flexex_to_mepi_step2_3mo,DECIMAL,calculated,Elbow FlexEx to MEPI Step1
elbow_pronsup_3mo,general,,demographics_part_4,dem_elbow_pronsup_3mo,DECIMAL,slider,Give the range of motion of PRONATION-SUPINATION (turning your palm upwards and downwards with your 
elbow_strength_3mo,general,,demographics_part_4,dem_elbow_strength_3mo,DECIMAL,slider,Give the overall strength of your affected/operated elbow a mark out of 100 (100 being normal)
stability_sane_3mo,general,,demographics_part_4,dem_stability_sane_3mo,DECIMAL,slider,Give the overall stability of your affected/operated elbow a mark out of 100 (100 being normal)
stability_sane_to_mepi_3mo,general,,demographics_part_4,dem_stability_sane_to_mepi_3mo,DECIMAL,calculated,Stability SANE to MEPI
pree_total_3mo,general,,demographics_part_4,dem_pree_total_3mo,DECIMAL,calculated,PREE (Total)
mepi_total_3mo,general,,demographics_part_4,dem_mepi_total_3mo,DECIMAL,calculated,MEPI (Total)
sev_3mo,general,,demographics_part_4,dem_sev_3mo,DECIMAL,slider,Give your affected/operated elbow an overall mark out of 100 (100 being normal)
elbow_extension_3mo,general,,demographics_part_4,dem_elbow_extension_3mo,VARCHAR(500),text,Elbow Extension
pronation_3mo,general,,demographics_part_4,dem_pronation_3mo,VARCHAR(500),text,Pronation
supination_3mo,general,,demographics_part_4,dem_supination_3mo,VARCHAR(500),text,Supination
pree1_6mo,general,,demographics_part_4,dem_pree1_6mo,DECIMAL,slider,How much pain in your ELBOW do you have when it is at its worst?
pree2_6mo,general,,demographics_part_4,dem_pree2_6mo,DECIMAL,slider,How much pain in your ELBOW do you have at rest?
pree3_6mo,general,,demographics_part_4,dem_pree3_6mo,DECIMAL,slider,How much pain in your ELBOW do you have lifting a heavy object?
